seed,val %,test %,h_size,l_rate
19,50.00,27.27,2,0.0001
19,50.00,27.27,2,0.000127
19,50.00,27.27,2,0.000162
19,50.00,27.27,2,0.000207
19,50.00,27.27,2,0.000264
19,50.00,27.27,2,0.000336
19,50.00,27.27,2,0.000428
19,50.00,27.27,2,0.000546
19,50.00,27.27,2,0.000695
19,50.00,27.27,2,0.000886
19,50.00,27.27,2,0.00113
19,50.00,27.27,2,0.001
19,50.00,27.27,2,0.00144
19,50.00,27.27,2,0.00183
19,50.00,27.27,2,0.00234
19,46.67,18.18,2,0.00297
19,46.67,18.18,2,0.00379
19,46.67,18.18,2,0.00483
19,46.67,18.18,2,0.00615
19,43.33,18.18,2,0.00784
19,43.33,27.27,2,0.01
19,56.67,54.55,4,0.0001
19,56.67,54.55,4,0.000127
19,56.67,54.55,4,0.000162
19,56.67,54.55,4,0.000207
19,56.67,54.55,4,0.000264
19,56.67,54.55,4,0.000336
19,56.67,54.55,4,0.000428
19,56.67,54.55,4,0.000546
19,56.67,54.55,4,0.000695
19,56.67,54.55,4,0.000886
19,56.67,54.55,4,0.00113
19,56.67,54.55,4,0.001
19,56.67,54.55,4,0.00144
19,56.67,54.55,4,0.00183
19,56.67,54.55,4,0.00234
19,56.67,54.55,4,0.00297
19,56.67,54.55,4,0.00379
19,53.33,54.55,4,0.00483
19,56.67,54.55,4,0.00615
19,53.33,54.55,4,0.00784
19,50.00,45.45,4,0.01
19,36.67,36.36,6,0.0001
19,36.67,36.36,6,0.000127
19,36.67,36.36,6,0.000162
19,36.67,36.36,6,0.000207
19,40.00,36.36,6,0.000264
19,40.00,36.36,6,0.000336
19,40.00,36.36,6,0.000428
19,40.00,45.45,6,0.000546
19,40.00,45.45,6,0.000695
19,40.00,45.45,6,0.000886
19,40.00,45.45,6,0.00113
19,40.00,45.45,6,0.001
19,40.00,45.45,6,0.00144
19,43.33,54.55,6,0.00183
19,50.00,63.64,6,0.00234
19,50.00,63.64,6,0.00297
19,50.00,63.64,6,0.00379
19,46.67,63.64,6,0.00483
19,46.67,63.64,6,0.00615
19,50.00,54.55,6,0.00784
19,50.00,63.64,6,0.01
19,53.33,72.73,8,0.0001
19,53.33,72.73,8,0.000127
19,53.33,72.73,8,0.000162
19,53.33,72.73,8,0.000207
19,53.33,72.73,8,0.000264
19,53.33,72.73,8,0.000336
19,53.33,72.73,8,0.000428
19,53.33,72.73,8,0.000546
19,53.33,72.73,8,0.000695
19,53.33,72.73,8,0.000886
19,53.33,72.73,8,0.00113
19,53.33,72.73,8,0.001
19,50.00,81.82,8,0.00144
19,50.00,81.82,8,0.00183
19,50.00,81.82,8,0.00234
19,56.67,81.82,8,0.00297
19,50.00,63.64,8,0.00379
19,50.00,63.64,8,0.00483
19,50.00,63.64,8,0.00615
19,50.00,54.55,8,0.00784
19,56.67,54.55,8,0.01
19,56.67,36.36,10,0.0001
19,56.67,36.36,10,0.000127
19,56.67,36.36,10,0.000162
19,56.67,36.36,10,0.000207
19,56.67,36.36,10,0.000264
19,56.67,36.36,10,0.000336
19,56.67,45.45,10,0.000428
19,56.67,45.45,10,0.000546
19,56.67,45.45,10,0.000695
19,53.33,45.45,10,0.000886
19,53.33,45.45,10,0.00113
19,53.33,45.45,10,0.001
19,53.33,45.45,10,0.00144
19,53.33,45.45,10,0.00183
19,53.33,45.45,10,0.00234
19,53.33,54.55,10,0.00297
19,53.33,54.55,10,0.00379
19,53.33,54.55,10,0.00483
19,46.67,54.55,10,0.00615
19,43.33,36.36,10,0.00784
19,43.33,45.45,10,0.01
19,46.67,27.27,12,0.0001
19,46.67,27.27,12,0.000127
19,46.67,27.27,12,0.000162
19,46.67,27.27,12,0.000207
19,46.67,27.27,12,0.000264
19,46.67,27.27,12,0.000336
19,46.67,27.27,12,0.000428
19,46.67,27.27,12,0.000546
19,46.67,27.27,12,0.000695
19,46.67,27.27,12,0.000886
19,46.67,27.27,12,0.00113
19,46.67,27.27,12,0.001
19,46.67,18.18,12,0.00144
19,46.67,18.18,12,0.00183
19,46.67,18.18,12,0.00234
19,46.67,36.36,12,0.00297
19,43.33,18.18,12,0.00379
19,43.33,18.18,12,0.00483
19,46.67,18.18,12,0.00615
19,46.67,27.27,12,0.00784
19,53.33,45.45,12,0.01
19,53.33,27.27,14,0.0001
19,53.33,27.27,14,0.000127
19,53.33,27.27,14,0.000162
19,53.33,27.27,14,0.000207
19,53.33,27.27,14,0.000264
19,56.67,27.27,14,0.000336
19,56.67,27.27,14,0.000428
19,56.67,27.27,14,0.000546
19,56.67,27.27,14,0.000695
19,53.33,45.45,14,0.000886
19,53.33,45.45,14,0.00113
19,50.00,45.45,14,0.001
19,53.33,45.45,14,0.00144
19,43.33,45.45,14,0.00183
19,46.67,45.45,14,0.00234
19,60.00,36.36,14,0.00297
19,53.33,45.45,14,0.00379
19,43.33,45.45,14,0.00483
19,40.00,45.45,14,0.00615
19,40.00,45.45,14,0.00784
19,46.67,45.45,14,0.01
19,53.33,45.45,16,0.0001
19,53.33,45.45,16,0.000127
19,53.33,45.45,16,0.000162
19,53.33,45.45,16,0.000207
19,53.33,45.45,16,0.000264
19,53.33,45.45,16,0.000336
19,53.33,45.45,16,0.000428
19,53.33,45.45,16,0.000546
19,53.33,45.45,16,0.000695
19,53.33,45.45,16,0.000886
19,53.33,45.45,16,0.00113
19,53.33,45.45,16,0.001
19,53.33,45.45,16,0.00144
19,53.33,45.45,16,0.00183
19,53.33,54.55,16,0.00234
19,50.00,54.55,16,0.00297
19,50.00,36.36,16,0.00379
19,43.33,36.36,16,0.00483
19,46.67,36.36,16,0.00615
19,50.00,45.45,16,0.00784
19,46.67,45.45,16,0.01
19,46.67,45.45,18,0.0001
19,46.67,45.45,18,0.000127
19,46.67,45.45,18,0.000162
19,46.67,45.45,18,0.000207
19,46.67,45.45,18,0.000264
19,46.67,45.45,18,0.000336
19,46.67,45.45,18,0.000428
19,46.67,36.36,18,0.000546
19,46.67,45.45,18,0.000695
19,46.67,36.36,18,0.000886
19,46.67,36.36,18,0.00113
19,43.33,45.45,18,0.001
19,46.67,36.36,18,0.00144
19,50.00,45.45,18,0.00183
19,50.00,45.45,18,0.00234
19,53.33,45.45,18,0.00297
19,46.67,45.45,18,0.00379
19,46.67,45.45,18,0.00483
19,43.33,54.55,18,0.00615
19,43.33,54.55,18,0.00784
19,50.00,45.45,18,0.01
19,56.67,63.64,20,0.0001
19,56.67,63.64,20,0.000127
19,56.67,63.64,20,0.000162
19,60.00,72.73,20,0.000207
19,60.00,72.73,20,0.000264
19,60.00,72.73,20,0.000336
19,60.00,72.73,20,0.000428
19,60.00,72.73,20,0.000546
19,60.00,72.73,20,0.000695
19,60.00,81.82,20,0.000886
19,63.33,81.82,20,0.00113
19,60.00,81.82,20,0.001
19,56.67,90.91,20,0.00144
19,63.33,81.82,20,0.00183
19,63.33,81.82,20,0.00234
19,53.33,81.82,20,0.00297
19,53.33,72.73,20,0.00379
19,46.67,54.55,20,0.00483
19,53.33,54.55,20,0.00615
19,46.67,63.64,20,0.00784
19,53.33,54.55,20,0.01
