seed,val %,test %,h_size,l_rate
12,56.67,36.36,2,0.0001
12,56.67,36.36,2,0.000127
12,56.67,36.36,2,0.000162
12,56.67,36.36,2,0.000207
12,56.67,36.36,2,0.000264
12,56.67,36.36,2,0.000336
12,56.67,36.36,2,0.000428
12,56.67,36.36,2,0.000546
12,53.33,36.36,2,0.000695
12,53.33,36.36,2,0.000886
12,53.33,36.36,2,0.00113
12,53.33,36.36,2,0.001
12,53.33,36.36,2,0.00144
12,53.33,36.36,2,0.00183
12,53.33,36.36,2,0.00234
12,53.33,36.36,2,0.00297
12,56.67,36.36,2,0.00379
12,56.67,36.36,2,0.00483
12,56.67,36.36,2,0.00615
12,56.67,36.36,2,0.00784
12,56.67,36.36,2,0.01
12,53.33,45.45,4,0.0001
12,53.33,45.45,4,0.000127
12,53.33,45.45,4,0.000162
12,53.33,45.45,4,0.000207
12,53.33,45.45,4,0.000264
12,53.33,45.45,4,0.000336
12,53.33,54.55,4,0.000428
12,53.33,54.55,4,0.000546
12,53.33,54.55,4,0.000695
12,53.33,54.55,4,0.000886
12,53.33,54.55,4,0.00113
12,53.33,54.55,4,0.001
12,53.33,54.55,4,0.00144
12,53.33,54.55,4,0.00183
12,53.33,63.64,4,0.00234
12,53.33,54.55,4,0.00297
12,50.00,54.55,4,0.00379
12,46.67,63.64,4,0.00483
12,46.67,63.64,4,0.00615
12,50.00,63.64,4,0.00784
12,46.67,63.64,4,0.01
12,40.00,63.64,6,0.0001
12,40.00,63.64,6,0.000127
12,40.00,63.64,6,0.000162
12,40.00,63.64,6,0.000207
12,40.00,63.64,6,0.000264
12,40.00,63.64,6,0.000336
12,40.00,63.64,6,0.000428
12,40.00,63.64,6,0.000546
12,40.00,63.64,6,0.000695
12,40.00,54.55,6,0.000886
12,40.00,54.55,6,0.00113
12,40.00,54.55,6,0.001
12,40.00,54.55,6,0.00144
12,40.00,54.55,6,0.00183
12,40.00,54.55,6,0.00234
12,40.00,54.55,6,0.00297
12,40.00,54.55,6,0.00379
12,40.00,54.55,6,0.00483
12,43.33,54.55,6,0.00615
12,40.00,54.55,6,0.00784
12,40.00,54.55,6,0.01
12,56.67,45.45,8,0.0001
12,56.67,45.45,8,0.000127
12,56.67,45.45,8,0.000162
12,56.67,45.45,8,0.000207
12,53.33,45.45,8,0.000264
12,53.33,45.45,8,0.000336
12,53.33,45.45,8,0.000428
12,53.33,45.45,8,0.000546
12,50.00,36.36,8,0.000695
12,46.67,36.36,8,0.000886
12,50.00,36.36,8,0.00113
12,50.00,36.36,8,0.001
12,50.00,36.36,8,0.00144
12,50.00,36.36,8,0.00183
12,50.00,36.36,8,0.00234
12,50.00,36.36,8,0.00297
12,50.00,36.36,8,0.00379
12,46.67,36.36,8,0.00483
12,46.67,54.55,8,0.00615
12,40.00,45.45,8,0.00784
12,43.33,54.55,8,0.01
12,53.33,54.55,10,0.0001
12,53.33,54.55,10,0.000127
12,53.33,54.55,10,0.000162
12,53.33,54.55,10,0.000207
12,53.33,54.55,10,0.000264
12,53.33,54.55,10,0.000336
12,53.33,54.55,10,0.000428
12,53.33,63.64,10,0.000546
12,53.33,63.64,10,0.000695
12,53.33,63.64,10,0.000886
12,53.33,63.64,10,0.00113
12,53.33,63.64,10,0.001
12,53.33,54.55,10,0.00144
12,53.33,54.55,10,0.00183
12,50.00,54.55,10,0.00234
12,50.00,54.55,10,0.00297
12,33.33,63.64,10,0.00379
12,40.00,63.64,10,0.00483
12,33.33,63.64,10,0.00615
12,43.33,45.45,10,0.00784
12,40.00,63.64,10,0.01
12,46.67,63.64,12,0.0001
12,46.67,63.64,12,0.000127
12,46.67,63.64,12,0.000162
12,46.67,63.64,12,0.000207
12,46.67,63.64,12,0.000264
12,46.67,63.64,12,0.000336
12,46.67,63.64,12,0.000428
12,46.67,63.64,12,0.000546
12,46.67,63.64,12,0.000695
12,46.67,63.64,12,0.000886
12,46.67,63.64,12,0.00113
12,46.67,63.64,12,0.001
12,50.00,63.64,12,0.00144
12,50.00,63.64,12,0.00183
12,40.00,63.64,12,0.00234
12,36.67,54.55,12,0.00297
12,36.67,54.55,12,0.00379
12,36.67,54.55,12,0.00483
12,36.67,54.55,12,0.00615
12,36.67,54.55,12,0.00784
12,36.67,54.55,12,0.01
12,53.33,63.64,14,0.0001
12,53.33,63.64,14,0.000127
12,53.33,63.64,14,0.000162
12,53.33,63.64,14,0.000207
12,56.67,63.64,14,0.000264
12,53.33,63.64,14,0.000336
12,53.33,63.64,14,0.000428
12,56.67,63.64,14,0.000546
12,53.33,63.64,14,0.000695
12,53.33,63.64,14,0.000886
12,53.33,63.64,14,0.00113
12,53.33,63.64,14,0.001
12,53.33,63.64,14,0.00144
12,50.00,54.55,14,0.00183
12,46.67,54.55,14,0.00234
12,46.67,54.55,14,0.00297
12,46.67,63.64,14,0.00379
12,46.67,63.64,14,0.00483
12,46.67,63.64,14,0.00615
12,46.67,63.64,14,0.00784
12,50.00,63.64,14,0.01
12,53.33,63.64,16,0.0001
12,50.00,63.64,16,0.000127
12,50.00,63.64,16,0.000162
12,50.00,63.64,16,0.000207
12,50.00,63.64,16,0.000264
12,50.00,63.64,16,0.000336
12,46.67,45.45,16,0.000428
12,46.67,45.45,16,0.000546
12,46.67,45.45,16,0.000695
12,46.67,36.36,16,0.000886
12,46.67,36.36,16,0.00113
12,46.67,36.36,16,0.001
12,46.67,36.36,16,0.00144
12,46.67,36.36,16,0.00183
12,50.00,54.55,16,0.00234
12,46.67,27.27,16,0.00297
12,46.67,27.27,16,0.00379
12,46.67,27.27,16,0.00483
12,46.67,27.27,16,0.00615
12,46.67,27.27,16,0.00784
12,50.00,36.36,16,0.01
12,46.67,27.27,18,0.0001
12,46.67,27.27,18,0.000127
12,46.67,27.27,18,0.000162
12,60.00,36.36,18,0.000207
12,60.00,36.36,18,0.000264
12,60.00,36.36,18,0.000336
12,60.00,36.36,18,0.000428
12,56.67,36.36,18,0.000546
12,56.67,36.36,18,0.000695
12,56.67,36.36,18,0.000886
12,56.67,36.36,18,0.00113
12,56.67,45.45,18,0.001
12,56.67,45.45,18,0.00144
12,56.67,45.45,18,0.00183
12,56.67,45.45,18,0.00234
12,53.33,36.36,18,0.00297
12,56.67,45.45,18,0.00379
12,56.67,45.45,18,0.00483
12,50.00,36.36,18,0.00615
12,50.00,36.36,18,0.00784
12,50.00,36.36,18,0.01
12,50.00,45.45,20,0.0001
12,50.00,45.45,20,0.000127
12,50.00,45.45,20,0.000162
12,50.00,45.45,20,0.000207
12,50.00,45.45,20,0.000264
12,50.00,45.45,20,0.000336
12,50.00,45.45,20,0.000428
12,50.00,45.45,20,0.000546
12,50.00,45.45,20,0.000695
12,56.67,45.45,20,0.000886
12,56.67,45.45,20,0.00113
12,56.67,45.45,20,0.001
12,60.00,45.45,20,0.00144
12,60.00,54.55,20,0.00183
12,60.00,54.55,20,0.00234
12,56.67,45.45,20,0.00297
12,56.67,54.55,20,0.00379
12,50.00,54.55,20,0.00483
12,63.33,54.55,20,0.00615
12,56.67,63.64,20,0.00784
12,50.00,63.64,20,0.01
