seed,val %,test %,h_size,l_rate
6,46.67,63.64,18,0.000127
6,46.67,63.64,18,0.000162
6,46.67,63.64,18,0.000207
6,46.67,63.64,18,0.000264
6,50.00,63.64,18,0.000336
6,46.67,63.64,18,0.000428
6,46.67,63.64,18,0.000546
6,46.67,63.64,18,0.000695
6,46.67,63.64,18,0.000886
6,46.67,63.64,18,0.00113
6,46.67,63.64,18,0.001
6,46.67,63.64,18,0.00144
6,43.33,63.64,18,0.00183
6,43.33,54.55,18,0.00234
6,43.33,45.45,18,0.00297
6,43.33,63.64,18,0.00379
6,43.33,54.55,18,0.00483
6,40.00,36.36,18,0.00615
6,43.33,54.55,18,0.00784
6,43.33,54.55,18,0.01
6,43.33,45.45,20,0.0001
6,43.33,45.45,20,0.000127
6,43.33,45.45,20,0.000162
6,43.33,45.45,20,0.000207
6,43.33,45.45,20,0.000264
6,43.33,45.45,20,0.000336
6,43.33,45.45,20,0.000428
6,43.33,45.45,20,0.000546
6,43.33,45.45,20,0.000695
6,43.33,54.55,20,0.000886
6,43.33,54.55,20,0.00113
6,43.33,45.45,20,0.001
6,43.33,54.55,20,0.00144
6,43.33,45.45,20,0.00183
6,43.33,45.45,20,0.00234
6,43.33,45.45,20,0.00297
6,43.33,36.36,20,0.00379
6,43.33,36.36,20,0.00483
6,53.33,36.36,20,0.00615
6,50.00,45.45,20,0.00784
6,50.00,45.45,20,0.01
