seed,val %,test %,h_size,l_rate
17,46.67,36.36,2,0.0001
17,46.67,36.36,2,0.000127
17,46.67,36.36,2,0.000162
17,46.67,36.36,2,0.000207
17,50.00,36.36,2,0.000264
17,50.00,36.36,2,0.000336
17,50.00,36.36,2,0.000428
17,53.33,27.27,2,0.000546
17,53.33,27.27,2,0.000695
17,50.00,27.27,2,0.000886
17,50.00,27.27,2,0.00113
17,50.00,27.27,2,0.001
17,50.00,27.27,2,0.00144
17,50.00,36.36,2,0.00183
17,50.00,27.27,2,0.00234
17,56.67,63.64,2,0.00297
17,56.67,63.64,2,0.00379
17,56.67,63.64,2,0.00483
17,53.33,54.55,2,0.00615
17,50.00,63.64,2,0.00784
17,50.00,63.64,2,0.01
17,60.00,45.45,4,0.0001
17,60.00,45.45,4,0.000127
17,60.00,45.45,4,0.000162
17,60.00,45.45,4,0.000207
17,60.00,45.45,4,0.000264
17,60.00,45.45,4,0.000336
17,60.00,45.45,4,0.000428
17,60.00,45.45,4,0.000546
17,63.33,45.45,4,0.000695
17,63.33,45.45,4,0.000886
17,63.33,45.45,4,0.00113
17,63.33,45.45,4,0.001
17,63.33,45.45,4,0.00144
17,63.33,45.45,4,0.00183
17,63.33,45.45,4,0.00234
17,63.33,45.45,4,0.00297
17,60.00,45.45,4,0.00379
17,63.33,45.45,4,0.00483
17,63.33,45.45,4,0.00615
17,46.67,54.55,4,0.00784
17,43.33,54.55,4,0.01
17,53.33,54.55,6,0.0001
17,53.33,54.55,6,0.000127
17,53.33,54.55,6,0.000162
17,53.33,54.55,6,0.000207
17,53.33,54.55,6,0.000264
17,53.33,54.55,6,0.000336
17,53.33,54.55,6,0.000428
17,53.33,54.55,6,0.000546
17,53.33,54.55,6,0.000695
17,53.33,54.55,6,0.000886
17,43.33,63.64,6,0.00113
17,43.33,63.64,6,0.001
17,43.33,54.55,6,0.00144
17,40.00,54.55,6,0.00183
17,50.00,63.64,6,0.00234
17,43.33,63.64,6,0.00297
17,53.33,63.64,6,0.00379
17,50.00,63.64,6,0.00483
17,50.00,63.64,6,0.00615
17,53.33,63.64,6,0.00784
17,53.33,63.64,6,0.01
17,53.33,63.64,8,0.0001
17,53.33,63.64,8,0.000127
17,53.33,63.64,8,0.000162
17,53.33,63.64,8,0.000207
17,53.33,63.64,8,0.000264
17,53.33,63.64,8,0.000336
17,53.33,63.64,8,0.000428
17,53.33,63.64,8,0.000546
17,53.33,63.64,8,0.000695
17,53.33,63.64,8,0.000886
17,50.00,54.55,8,0.00113
17,53.33,63.64,8,0.001
17,50.00,54.55,8,0.00144
17,50.00,54.55,8,0.00183
17,46.67,54.55,8,0.00234
17,46.67,45.45,8,0.00297
17,46.67,54.55,8,0.00379
17,46.67,54.55,8,0.00483
17,46.67,54.55,8,0.00615
17,50.00,36.36,8,0.00784
17,46.67,54.55,8,0.01
17,50.00,45.45,10,0.0001
17,50.00,54.55,10,0.000127
17,53.33,54.55,10,0.000162
17,53.33,54.55,10,0.000207
17,53.33,54.55,10,0.000264
17,53.33,54.55,10,0.000336
17,53.33,54.55,10,0.000428
17,53.33,54.55,10,0.000546
17,53.33,54.55,10,0.000695
17,56.67,54.55,10,0.000886
17,56.67,63.64,10,0.00113
17,56.67,63.64,10,0.001
17,56.67,63.64,10,0.00144
17,56.67,45.45,10,0.00183
17,56.67,45.45,10,0.00234
17,56.67,45.45,10,0.00297
17,56.67,45.45,10,0.00379
17,56.67,45.45,10,0.00483
17,53.33,45.45,10,0.00615
17,56.67,45.45,10,0.00784
17,46.67,45.45,10,0.01
17,46.67,27.27,12,0.0001
17,46.67,27.27,12,0.000127
17,46.67,27.27,12,0.000162
17,46.67,27.27,12,0.000207
17,46.67,27.27,12,0.000264
17,46.67,27.27,12,0.000336
17,46.67,27.27,12,0.000428
17,46.67,27.27,12,0.000546
17,46.67,36.36,12,0.000695
17,46.67,36.36,12,0.000886
17,46.67,36.36,12,0.00113
17,46.67,36.36,12,0.001
17,43.33,36.36,12,0.00144
17,40.00,27.27,12,0.00183
17,43.33,27.27,12,0.00234
17,40.00,27.27,12,0.00297
17,43.33,27.27,12,0.00379
17,46.67,27.27,12,0.00483
17,36.67,54.55,12,0.00615
17,36.67,54.55,12,0.00784
17,36.67,54.55,12,0.01
17,50.00,63.64,14,0.0001
17,43.33,63.64,14,0.000127
17,43.33,63.64,14,0.000162
17,43.33,63.64,14,0.000207
17,43.33,63.64,14,0.000264
17,43.33,63.64,14,0.000336
17,43.33,63.64,14,0.000428
17,43.33,63.64,14,0.000546
17,43.33,63.64,14,0.000695
17,53.33,63.64,14,0.000886
17,53.33,63.64,14,0.00113
17,53.33,63.64,14,0.001
17,53.33,63.64,14,0.00144
17,53.33,63.64,14,0.00183
17,50.00,63.64,14,0.00234
17,50.00,63.64,14,0.00297
17,50.00,63.64,14,0.00379
17,43.33,54.55,14,0.00483
17,43.33,54.55,14,0.00615
17,43.33,54.55,14,0.00784
17,43.33,45.45,14,0.01
17,53.33,54.55,16,0.0001
17,53.33,54.55,16,0.000127
17,53.33,54.55,16,0.000162
17,50.00,63.64,16,0.000207
