seed,val %,test %,h_size,l_rate
1,50.00,45.45,18,0.000264
1,50.00,45.45,18,0.000336
1,50.00,45.45,18,0.000428
1,46.67,45.45,18,0.000546
1,46.67,45.45,18,0.000695
1,50.00,45.45,18,0.000886
1,50.00,45.45,18,0.00113
1,50.00,45.45,18,0.001
1,50.00,45.45,18,0.00144
1,50.00,36.36,18,0.00183
1,56.67,36.36,18,0.00234
1,43.33,36.36,18,0.00297
1,43.33,36.36,18,0.00379
1,43.33,27.27,18,0.00483
1,50.00,36.36,18,0.00615
1,50.00,36.36,18,0.00784
1,50.00,36.36,18,0.01
1,46.67,45.45,20,0.0001
1,46.67,45.45,20,0.000127
1,46.67,45.45,20,0.000162
1,46.67,54.55,20,0.000207
1,46.67,54.55,20,0.000264
1,46.67,54.55,20,0.000336
1,46.67,54.55,20,0.000428
1,46.67,54.55,20,0.000546
1,46.67,54.55,20,0.000695
1,50.00,54.55,20,0.000886
1,50.00,54.55,20,0.00113
1,50.00,54.55,20,0.001
1,50.00,54.55,20,0.00144
1,50.00,45.45,20,0.00183
1,46.67,45.45,20,0.00234
1,50.00,63.64,20,0.00297
1,50.00,63.64,20,0.00379
1,50.00,63.64,20,0.00483
1,53.33,45.45,20,0.00615
1,53.33,45.45,20,0.00784
1,56.67,45.45,20,0.01
