seed,val %,test %,h_size,l_rate
5,56.67,45.45,12,0.0001
5,56.67,45.45,12,0.000127
5,56.67,45.45,12,0.000162
5,56.67,45.45,12,0.000207
5,56.67,45.45,12,0.000264
5,56.67,45.45,12,0.000336
5,56.67,45.45,12,0.000428
5,56.67,45.45,12,0.000546
5,56.67,45.45,12,0.000695
5,56.67,45.45,12,0.000886
5,50.00,72.73,12,0.00113
5,56.67,45.45,12,0.001
5,50.00,72.73,12,0.00144
5,50.00,72.73,12,0.00183
5,50.00,72.73,12,0.00234
5,50.00,72.73,12,0.00297
5,46.67,72.73,12,0.00379
5,43.33,72.73,12,0.00483
5,50.00,90.91,12,0.00615
5,50.00,72.73,12,0.00784
5,43.33,54.55,12,0.01
5,56.67,45.45,14,0.0001
5,56.67,45.45,14,0.000127
5,60.00,54.55,14,0.000162
5,60.00,54.55,14,0.000207
5,60.00,54.55,14,0.000264
5,60.00,54.55,14,0.000336
5,60.00,54.55,14,0.000428
5,60.00,54.55,14,0.000546
5,56.67,63.64,14,0.000695
5,56.67,63.64,14,0.000886
5,56.67,63.64,14,0.00113
5,56.67,63.64,14,0.001
5,56.67,63.64,14,0.00144
5,56.67,63.64,14,0.00183
5,63.33,63.64,14,0.00234
5,60.00,63.64,14,0.00297
5,63.33,63.64,14,0.00379
5,60.00,63.64,14,0.00483
5,60.00,63.64,14,0.00615
5,56.67,63.64,14,0.00784
5,50.00,54.55,14,0.01
5,63.33,45.45,16,0.0001
5,63.33,45.45,16,0.000127
5,63.33,45.45,16,0.000162
5,63.33,45.45,16,0.000207
5,63.33,45.45,16,0.000264
5,63.33,63.64,16,0.000336
5,63.33,63.64,16,0.000428
5,63.33,63.64,16,0.000546
5,63.33,63.64,16,0.000695
5,63.33,63.64,16,0.000886
5,60.00,63.64,16,0.00113
5,63.33,63.64,16,0.001
5,60.00,63.64,16,0.00144
5,63.33,63.64,16,0.00183
5,60.00,72.73,16,0.00234
5,56.67,72.73,16,0.00297
5,53.33,63.64,16,0.00379
5,56.67,63.64,16,0.00483
5,60.00,63.64,16,0.00615
5,46.67,45.45,16,0.00784
5,43.33,54.55,16,0.01
5,60.00,54.55,18,0.0001
5,60.00,54.55,18,0.000127
5,60.00,54.55,18,0.000162
5,60.00,54.55,18,0.000207
5,60.00,54.55,18,0.000264
5,60.00,54.55,18,0.000336
5,60.00,54.55,18,0.000428
5,60.00,54.55,18,0.000546
5,63.33,72.73,18,0.000695
5,63.33,72.73,18,0.000886
5,63.33,72.73,18,0.00113
5,63.33,72.73,18,0.001
5,63.33,72.73,18,0.00144
5,63.33,72.73,18,0.00183
5,60.00,63.64,18,0.00234
5,60.00,72.73,18,0.00297
5,63.33,72.73,18,0.00379
5,60.00,63.64,18,0.00483
5,60.00,63.64,18,0.00615
5,53.33,63.64,18,0.00784
5,46.67,45.45,18,0.01
5,46.67,45.45,20,0.0001
5,46.67,45.45,20,0.000127
5,46.67,45.45,20,0.000162
5,46.67,45.45,20,0.000207
5,46.67,54.55,20,0.000264
5,46.67,54.55,20,0.000336
5,50.00,54.55,20,0.000428
5,46.67,36.36,20,0.000546
5,50.00,36.36,20,0.000695
5,46.67,36.36,20,0.000886
5,50.00,45.45,20,0.00113
5,46.67,36.36,20,0.001
5,50.00,36.36,20,0.00144
5,46.67,45.45,20,0.00183
5,46.67,45.45,20,0.00234
5,50.00,36.36,20,0.00297
5,43.33,27.27,20,0.00379
5,40.00,36.36,20,0.00483
5,46.67,54.55,20,0.00615
5,46.67,45.45,20,0.00784
5,46.67,45.45,20,0.01
