seed,val %,test %,h_size,l_rate
13,63.33,54.55,2,0.0001
13,63.33,54.55,2,0.000127
13,63.33,54.55,2,0.000162
13,63.33,54.55,2,0.000207
13,63.33,54.55,2,0.000264
13,63.33,54.55,2,0.000336
13,63.33,54.55,2,0.000428
13,63.33,54.55,2,0.000546
13,63.33,54.55,2,0.000695
13,60.00,54.55,2,0.000886
13,60.00,54.55,2,0.00113
13,60.00,54.55,2,0.001
13,60.00,54.55,2,0.00144
13,60.00,54.55,2,0.00183
13,60.00,54.55,2,0.00234
13,60.00,45.45,2,0.00297
13,50.00,45.45,2,0.00379
13,50.00,45.45,2,0.00483
13,46.67,45.45,2,0.00615
13,46.67,36.36,2,0.00784
13,46.67,45.45,2,0.01
13,50.00,27.27,4,0.0001
13,50.00,27.27,4,0.000127
13,50.00,27.27,4,0.000162
13,50.00,27.27,4,0.000207
13,50.00,27.27,4,0.000264
13,50.00,27.27,4,0.000336
13,50.00,27.27,4,0.000428
13,46.67,27.27,4,0.000546
13,43.33,36.36,4,0.000695
13,43.33,36.36,4,0.000886
13,43.33,36.36,4,0.00113
13,43.33,36.36,4,0.001
13,43.33,36.36,4,0.00144
13,43.33,36.36,4,0.00183
13,43.33,36.36,4,0.00234
13,43.33,36.36,4,0.00297
13,40.00,45.45,4,0.00379
13,40.00,45.45,4,0.00483
13,36.67,45.45,4,0.00615
13,43.33,45.45,4,0.00784
13,33.33,54.55,4,0.01
13,56.67,45.45,6,0.0001
13,56.67,45.45,6,0.000127
13,56.67,45.45,6,0.000162
13,56.67,45.45,6,0.000207
13,56.67,45.45,6,0.000264
13,56.67,45.45,6,0.000336
13,56.67,45.45,6,0.000428
13,56.67,45.45,6,0.000546
13,56.67,45.45,6,0.000695
13,53.33,54.55,6,0.000886
13,53.33,54.55,6,0.00113
13,50.00,54.55,6,0.001
13,46.67,45.45,6,0.00144
13,46.67,54.55,6,0.00183
13,53.33,54.55,6,0.00234
13,53.33,54.55,6,0.00297
13,53.33,54.55,6,0.00379
13,46.67,54.55,6,0.00483
13,50.00,54.55,6,0.00615
13,50.00,45.45,6,0.00784
13,43.33,54.55,6,0.01
13,40.00,36.36,8,0.0001
13,40.00,36.36,8,0.000127
13,40.00,36.36,8,0.000162
13,40.00,36.36,8,0.000207
13,40.00,36.36,8,0.000264
13,40.00,36.36,8,0.000336
13,40.00,36.36,8,0.000428
13,40.00,36.36,8,0.000546
13,40.00,36.36,8,0.000695
13,40.00,36.36,8,0.000886
13,40.00,36.36,8,0.00113
13,40.00,36.36,8,0.001
13,43.33,45.45,8,0.00144
13,43.33,45.45,8,0.00183
13,43.33,45.45,8,0.00234
13,46.67,63.64,8,0.00297
13,46.67,54.55,8,0.00379
13,40.00,45.45,8,0.00483
13,40.00,45.45,8,0.00615
13,46.67,45.45,8,0.00784
13,46.67,45.45,8,0.01
13,43.33,45.45,10,0.0001
13,43.33,45.45,10,0.000127
13,43.33,45.45,10,0.000162
13,43.33,45.45,10,0.000207
13,43.33,45.45,10,0.000264
13,43.33,45.45,10,0.000336
13,50.00,36.36,10,0.000428
13,50.00,36.36,10,0.000546
13,50.00,36.36,10,0.000695
13,50.00,36.36,10,0.000886
13,50.00,36.36,10,0.00113
13,50.00,36.36,10,0.001
13,46.67,45.45,10,0.00144
13,53.33,45.45,10,0.00183
13,53.33,45.45,10,0.00234
13,53.33,45.45,10,0.00297
13,56.67,45.45,10,0.00379
13,53.33,45.45,10,0.00483
13,53.33,45.45,10,0.00615
13,56.67,45.45,10,0.00784
13,53.33,36.36,10,0.01
13,46.67,36.36,12,0.0001
13,46.67,36.36,12,0.000127
13,46.67,36.36,12,0.000162
13,46.67,36.36,12,0.000207
13,46.67,36.36,12,0.000264
13,46.67,36.36,12,0.000336
13,53.33,36.36,12,0.000428
13,53.33,36.36,12,0.000546
13,53.33,36.36,12,0.000695
13,53.33,36.36,12,0.000886
13,53.33,36.36,12,0.00113
13,53.33,36.36,12,0.001
13,53.33,36.36,12,0.00144
13,53.33,45.45,12,0.00183
13,53.33,45.45,12,0.00234
13,53.33,45.45,12,0.00297
13,56.67,45.45,12,0.00379
13,60.00,36.36,12,0.00483
13,60.00,36.36,12,0.00615
13,60.00,36.36,12,0.00784
13,60.00,27.27,12,0.01
13,56.67,54.55,14,0.0001
13,56.67,54.55,14,0.000127
13,56.67,54.55,14,0.000162
13,56.67,54.55,14,0.000207
13,56.67,54.55,14,0.000264
13,56.67,54.55,14,0.000336
13,56.67,54.55,14,0.000428
13,56.67,54.55,14,0.000546
13,56.67,54.55,14,0.000695
13,56.67,54.55,14,0.000886
13,56.67,54.55,14,0.00113
13,53.33,54.55,14,0.001
13,53.33,54.55,14,0.00144
13,56.67,45.45,14,0.00183
13,56.67,45.45,14,0.00234
13,53.33,54.55,14,0.00297
13,53.33,54.55,14,0.00379
13,56.67,54.55,14,0.00483
13,53.33,54.55,14,0.00615
13,53.33,54.55,14,0.00784
13,50.00,54.55,14,0.01
13,60.00,36.36,16,0.0001
13,60.00,36.36,16,0.000127
13,60.00,36.36,16,0.000162
13,60.00,36.36,16,0.000207
13,60.00,36.36,16,0.000264
13,60.00,36.36,16,0.000336
13,60.00,36.36,16,0.000428
13,60.00,36.36,16,0.000546
13,60.00,36.36,16,0.000695
13,60.00,36.36,16,0.000886
13,60.00,36.36,16,0.00113
13,60.00,36.36,16,0.001
13,60.00,36.36,16,0.00144
13,60.00,36.36,16,0.00183
13,56.67,36.36,16,0.00234
13,56.67,36.36,16,0.00297
13,63.33,36.36,16,0.00379
13,53.33,54.55,16,0.00483
13,53.33,54.55,16,0.00615
13,46.67,45.45,16,0.00784
13,53.33,45.45,16,0.01
13,56.67,45.45,18,0.0001
13,56.67,45.45,18,0.000127
13,56.67,45.45,18,0.000162
13,56.67,45.45,18,0.000207
13,56.67,45.45,18,0.000264
13,56.67,45.45,18,0.000336
13,56.67,45.45,18,0.000428
13,56.67,45.45,18,0.000546
13,56.67,45.45,18,0.000695
13,56.67,45.45,18,0.000886
13,56.67,45.45,18,0.00113
13,56.67,45.45,18,0.001
13,56.67,45.45,18,0.00144
13,56.67,45.45,18,0.00183
13,56.67,45.45,18,0.00234
13,56.67,45.45,18,0.00297
13,60.00,45.45,18,0.00379
13,60.00,45.45,18,0.00483
13,60.00,45.45,18,0.00615
13,56.67,36.36,18,0.00784
13,56.67,36.36,18,0.01
13,53.33,54.55,20,0.0001
13,53.33,54.55,20,0.000127
13,56.67,54.55,20,0.000162
13,60.00,45.45,20,0.000207
13,60.00,45.45,20,0.000264
13,60.00,45.45,20,0.000336
13,60.00,45.45,20,0.000428
13,60.00,45.45,20,0.000546
13,60.00,45.45,20,0.000695
13,60.00,45.45,20,0.000886
13,60.00,45.45,20,0.00113
13,60.00,45.45,20,0.001
13,60.00,54.55,20,0.00144
13,60.00,45.45,20,0.00183
13,60.00,45.45,20,0.00234
13,50.00,45.45,20,0.00297
13,46.67,45.45,20,0.00379
13,53.33,45.45,20,0.00483
13,43.33,45.45,20,0.00615
13,50.00,54.55,20,0.00784
13,50.00,54.55,20,0.01
